ID_PERSON,AS_ACTOR,AS_COMPOSER,AS_DIRECTOR,PERSON_NAME
nm0000031,tt0022685|tt0023891|tt0024264|tt0024353|tt0025409|tt0025822|tt0026056|tt0026134|tt0027067|tt0027948|tt0028517|tt0029454|tt0029604|tt0029947|tt0030241|tt0032904|tt0034936|tt0035567|tt0036777|tt0038256|tt0039066|tt0039806|tt0039850|tt0040834|tt0041090|tt0043265|tt0045012|tt0048673|tt0049369|tt0049653|tt0050307|tt0053318|tt0056196|tt0061735|tt0063227|tt0064621|tt0067881|tt0069958|tt0070115|tt0073310|tt0073636|tt0078025|tt0079000|tt0082846|tt0087354|tt0091567|tt0095502|tt0104805|tt0110391|tt0110732|tt0111415,,,Katharine Hepburn
nm0000032,tt0034010|tt0042379|tt0042622|tt0044672|tt0045109|tt0045123|tt0045518|tt0045534|tt0046198|tt0046204|tt0047264|tt0047464|tt0048056|tt0048318|tt0048513|tt0049833|tt0049849|tt0051411|tt0051436|tt0052311|tt0052618|tt0053455|tt0054847|tt0055905|tt0056349|tt0056800|tt0058886|tt0059245|tt0059418|tt0059896|tt0060588|tt0062489|tt0062829|tt0063442|tt0063811|tt0064743|tt0065462|tt0065820|tt0065922|tt0067525|tt0068920|tt0069197|tt0069278|tt0070723|tt0071110|tt0071455|tt0074776|tt0074899|tt0075359|tt0077629|tt0080402|tt0081187|tt0084359|tt0093795|tt0095578|tt0097006|tt0098034|tt0100033|tt0100649|tt0100813|tt0101631|tt0104020|tt0108358|tt0112423|tt0113409|tt0115493|tt0116916|tt0130445|tt0141121|tt0193364|tt0352706|tt0361960,,tt0068920|tt0084359|tt0095578,Charlton Heston
nm0000033,tt0040746,,tt0016127|tt0016230|tt0017075|tt0017825|tt0017843|tt0018328|tt0018756|tt0018876|tt0019702|tt0020142|tt0020852|tt0021015|tt0021128|tt0021165|tt0022395|tt0023285|tt0023395|tt0024747|tt0025452|tt0026029|tt0028212|tt0028231|tt0029811|tt0030341|tt0031505|tt0032484|tt0032976|tt0033922|tt0034248|tt0035279|tt0036342|tt0036621|tt0036659|tt0037017|tt0038109|tt0038787|tt0039694|tt0040746|tt0042004|tt0042994|tt0044079|tt0045897|tt0046912|tt0047396|tt0048728|tt0048750|tt0049470|tt0051207|tt0052357|tt0053125|tt0054215|tt0056869|tt0058329|tt0061107|tt0065112|tt0068611|tt0074512,Alfred Hitchcock
nm0000034,tt0031377|tt0032221|tt0032636|tt0032881|tt0033155|tt0033741|tt0034269|tt0034736|tt0035052|tt0035247|tt0036553|tt0039196|tt0039307|tt0040104|tt0040270|tt0040720|tt0041286|tt0041625|tt0041652|tt0041929|tt0042276|tt0042449|tt0043014|tt0043090|tt0043553|tt0044085|tt0044437|tt0045267|tt0045737|tt0045782|tt0046094|tt0046359|tt0046806|tt0046874|tt0046963|tt0047437|tt0048316|tt0048491|tt0049640|tt0049870|tt0050212|tt0051816|tt0052902|tt0054483|tt0055871|tt0056186|tt0056447|tt0057813|tt0058453|tt0060095|tt0061452|tt0062886|tt0064037|tt0065214|tt0067989|tt0069179|tt0069806|tt0069822|tt0071292|tt0072308|tt0074085|tt0074958|tt0077394|tt0077539|tt0078801|tt0080671|tt0081747|tt0083015,,,William Holden
nm0000035,,tt0079429|tt0080421|tt0080904|tt0082019|tt0082245|tt0082497|tt0082958|tt0083336|tt0083511|tt0084460|tt0084494|tt0084570|tt0084726|tt0085235|tt0085271|tt0085461|tt0085615|tt0085811|tt0086336|tt0086345|tt0086429|tt0086508|tt0088170|tt0088176|tt0088771|tt0088933|tt0088944|tt0089264|tt0089385|tt0090106|tt0090274|tt0090333|tt0090605|tt0090633|tt0091605|tt0091668|tt0092205|tt0092494|tt0093793|tt0094655|tt0094890|tt0095489|tt0095963|tt0096378|tt0096446|tt0097142|tt0097351|tt0097441|tt0097523|tt0097570|tt0099044|tt0099531|tt0099819|tt0101329|tt0101590|tt0102493|tt0102590|tt0102803|tt0105112|tt0105435|tt0105585|tt0105699|tt0106464|tt0106868|tt0107148|tt0107247|tt0107501|tt0107745|tt0107798|tt0108065|tt0108265|tt0108526|tt0109444|tt0110322|tt0110763|tt0112384|tt0112453|tt0112573|tt0112642|tt0113451|tt0113497|tt0115956|tt0117438|tt0117718|tt0117924|tt0118972|tt0120338|tt0120647|tt0120746|tt0120751|tt0170016|tt0177971|tt0182789|tt0213668|tt0215750|tt0240510|tt0245562|tt0268978|tt0280778|tt0294357|tt0315983|tt0316465|tt0332452|tt0338188|tt0356618|tt0375104|tt0386140|tt0402399|tt0405676|tt0406650|tt0408790|tt0416236|tt0472043|tt0499549|tt0815178|tt0914798|tt0948470|tt1155076|tt1566501|tt1701210|tt1798684|tt2006295|tt2404435|tt2909116|tt3020814|tt3915966|tt4390076,,James Horner
nm0000036,tt0007761|tt0007819|tt0008377|tt0008500|tt0008874|tt0009123|tt0009466|tt0009899|tt0010155|tt0010221|tt0011541|tt0011652|tt0011984|tt0012224|tt0012253|tt0012255|tt0012570|tt0012945|tt0013055|tt0013099|tt0013422|tt0013858|tt0014341|tt0014538|tt0015163|tt0015324|tt0015863|tt0016332|tt0016630|tt0017765|tt0017925|tt0018742|tt0019421|tt0020442|tt0020838|tt0020902|tt0022254|tt0022382|tt0023322|tt0023498|tt0024762|tt0024824|tt0025730|tt0026533|tt0031433|tt0032703|tt0033224|tt0037244|tt0038156|tt0038157|tt0038374|tt0038567|tt0041507|tt0042060|tt0044837|tt0053571|tt0059631|tt0059704|tt0060438|tt0061599|tt0185595|tt0185731|tt0209991|tt0216742|tt0224066|tt0323263|tt1879094,,tt0011541|tt0011984|tt0012224|tt0012253|tt0012255|tt0012570|tt0012945|tt0013055|tt0013099|tt0013422|tt0013858|tt0014341|tt0014538|tt0015163|tt0015324|tt0015863|tt0016332|tt0016630|tt0017925,Buster Keaton
nm0000037,tt0034746|tt0035769|tt0035829|tt0036265|tt0036432|tt0036711|tt0036723|tt0037514|tt0039116|tt0039574|tt0040694|tt0040876|tt0040976|tt0041181|tt0041716|tt0041944|tt0043012|tt0043278|tt0043680|tt0044547|tt0045152|tt0046807|tt0046877|tt0048216|tt0049367|tt0050483|tt0050631|tt0051911|tt0053946|tt0058743|tt0061830|tt0070068|tt0076890|tt0081777|tt1977965|tt3315452,,tt0041716|tt0045152|tt0048216|tt0049367|tt0050483|tt0052325|tt0056017|tt0061736|tt0061830|tt0064418|tt0065542|tt0075323,Gene Kelly
nm0000038,tt0043560|tt0044706|tt0046085|tt0046806|tt0046874|tt0046912|tt0047050|tt0047396|tt0048728|tt0049314|tt0049815|tt0075839,,,Grace Kelly
nm0000039,tt0033493|tt0033692|tt0033853|tt0034639|tt0036112|tt0037980|tt0038289|tt0039192|tt0039477|tt0039486|tt0041329|tt0042646|tt0042848|tt0043949|tt0045053|tt0045706|tt0045793|tt0045943|tt0046427|tt0046564|tt0048034|tt0049408|tt0049640|tt0049829|tt0050105|tt0050490|tt0051429|tt0052182|tt0052617|tt0052706|tt0052950|tt0053877|tt0054353|tt0055018|tt0055214|tt0057933|tt0058404|tt0059431|tt0061452|tt0061634|tt0063467|tt0064041|tt0064397|tt0084911|tt0088744,,,Deborah Kerr
nm0000040,,,tt0045130|tt0045758|tt0048254|tt0049406|tt0050825|tt0054331|tt0056193|tt0057012|tt0062622|tt0066921|tt0072684|tt0081505|tt0093058|tt0120663,Stanley Kubrick
nm0000041,,,tt0036400|tt0036947|tt0038182|tt0038268|tt0038310|tt0039090|tt0039871|tt0040979|tt0041699|tt0041870|tt0042876|tt0042958|tt0043614|tt0044741|tt0047478|tt0048198|tt0050330|tt0050613|tt0051808|tt0054460|tt0055630|tt0056443|tt0057565|tt0058888|tt0065649|tt0071411|tt0080979|tt0089881|tt0100998|tt0101991|tt0107474,Akira Kurosawa
nm0000042,tt0031427|tt0032581|tt0032773|tt0033998|tt0034019|tt0034798|tt0034919|tt0034998|tt0035432|tt0035735|tt0036599|tt0037662|tt0038047|tt0038369|tt0038794|tt0039056|tt0039235|tt0039994|tt0040158|tt0040753|tt0040965|tt0041243|tt0041428|tt0042279|tt0042310|tt0043292|tt0043962|tt0044753|tt0045574|tt0045678|tt0046161|tt0046303|tt0046427|tt0046786|tt0046936|tt0047072|tt0047449|tt0048158|tt0048364|tt0049714|tt0050192|tt0050208|tt0050298|tt0051393|tt0052097|tt0053045|tt0053583|tt0053884|tt0054142|tt0055264|tt0055718|tt0057917|tt0127683,,,Alan Ladd
nm0000043,tt0033741|tt0034240|tt0034798|tt0034881|tt0035432|tt0036367|tt0036930|tt0037560|tt0037662|tt0037785|tt0037917|tt0037964|tt0038369|tt0039750|tt0040479|tt0040753|tt0040754|tt0041883|tt0045203|tt0065727,,,Veronica Lake
nm0000044,tt0038669|tt0039224|tt0039311|tt0039482|tt0040087|tt0040512|tt0040823|tt0041268|tt0041822|tt0042464|tt0042742|tt0043687|tt0044110|tt0044186|tt0044509|tt0044517|tt0045793|tt0045876|tt0046348|tt0046719|tt0047647|tt0048248|tt0048563|tt0049653|tt0049875|tt0050468|tt0051036|tt0052151|tt0052182|tt0052735|tt0053793|tt0054428|tt0055031|tt0055633|tt0055798|tt0056930|tt0057091|tt0058576|tt0059250|tt0059825|tt0060862|tt0063557|tt0063663|tt0064137|tt0064397|tt0065377|tt0067333|tt0067921|tt0069436|tt0070046|tt0070653|tt0071585|tt0071838|tt0074292|tt0075391|tt0076210|tt0076845|tt0077617|tt0080180|tt0080388|tt0082145|tt0085859|tt0089496|tt0089966|tt0090701|tt0092105|tt0092781|tt0094787|tt0096003|tt0097351|tt0100889|tt0162844,,tt0048248|tt0071838,Burt Lancaster
nm0000045,tt0033669|tt0064638|tt0067824|tt0068767|tt0068935|tt0070034|tt0077594|tt0192215|tt0193140|tt0193208|tt0193458|tt0193622|tt0193633,,tt0068935,Bruce Lee
nm0000046,tt0026402|tt0026647|tt0027175|tt0028767|tt0028872|tt0029611|tt0030746|tt0030989|tt0031381|tt0032179|tt0033238|tt0034272|tt0038390|tt0040098|tt0044081|tt0047978|tt0055382|tt0059712,,,Vivien Leigh
nm0000047,tt0045480|tt0045483|tt0045695|tt0045712|tt0046292|tt0046731|tt0046831|tt0047025|tt0047238|tt0047313|tt0047871|tt0048005|tt0048475|tt0049226|tt0050208|tt0050629|tt0050817|tt0050858|tt0051534|tt0051745|tt0051816|tt0052631|tt0053349|tt0053675|tt0053902|tt0053957|tt0054086|tt0054749|tt0054847|tt0055805|tt0056208|tt0056468|tt0056957|tt0057171|tt0058085|tt0058335|tt0059377|tt0059549|tt0060121|tt0060568|tt0061433|tt0061523|tt0063480|tt0065782|tt0066829|tt0067437|tt0068909|tt0068970|tt0071247|tt0072359|tt0072364|tt0073590|tt0074292|tt0075681|tt0076085|tt0077272|tt0078256|tt0079153|tt0081537|tt0090878|tt0098244|tt0110907|tt0113228|tt0120158|tt0268070|tt0289668|tt0295266|tt0418590|tt0875034|tt10627584|tt3032274,,,Sophia Loren
nm0000048,tt0021681|tt0022032|tt0022100|tt0022869|tt0024754|tt0025452|tt0026246|tt0026663|tt0027473|tt0028231|tt0029108|tt0029292|tt0029648|tt0029660|tt0030261|tt0030469|tt0030470|tt0030483|tt0031676|tt0031677|tt0031678|tt0032620|tt0032641|tt0033105|tt0033107|tt0033283|tt0033582|tt0033870|tt0033923|tt0034281|tt0034449|tt0034540|tt0034583|tt0034902|tt0035659|tt0035751|tt0035769|tt0036613|tt0036719|tt0037055|tt0037166|tt0037610|tt0037791|tt0038338|tt0038360|tt0039029|tt0039080|tt0039645|tt0040214|tt0041822|tt0042410|tt0042869|tt0044188|tt0046414|tt0046672|tt0049091|tt0050218|tt0050497|tt0050922|tt0050972|tt0051016|tt0052626|tt0054271|tt0055608|tt0055988|tt0056552|tt0056943|tt0057449|tt0058456|tt0120937|tt0159777|tt0274560,,tt0044188,Peter Lorre
nm0000049,,tt0048594|tt0049683|tt0050674|tt0051515|tt0051620|tt0052258|tt0052311|tt0052373|tt0053879|tt0053912|tt0054652|tt0054698|tt0055895|tt0055972|tt0056059|tt0056255|tt0056923|tt0057413|tt0057517|tt0057916|tt0057999|tt0058324|tt0058586|tt0059243|tt0060121|tt0060711|tt0061176|tt0061739|tt0062407|tt0062467|tt0063415|tt0064357|tt0064651|tt0065611|tt0065782|tt0065820|tt0066090|tt0066141|tt0067774|tt0070472|tt0070794|tt0070884|tt0071089|tt0071554|tt0072081|tt0072272|tt0072403|tt0073075|tt0073190|tt0074112|tt0075066|tt0075223|tt0075409|tt0075681|tt0077536|tt0077699|tt0078163|tt0078488|tt0078721|tt0078852|tt0079631|tt0079753|tt0080515|tt0081063|tt0081492|tt0082042|tt0082199|tt0082766|tt0083015|tt0084814|tt0084865|tt0085384|tt0085891|tt0086269|tt0087386|tt0089489|tt0089961|tt0090152|tt0091051|tt0091149|tt0092079|tt0092666|tt0093093|tt0093585|tt0096193|tt0096454|tt0098085|tt0098093|tt0098631|tt0099557|tt0099654|tt0102525|tt0103016|tt0105616|tt0107523|tt0108187,,Henry Mancini
nm0000050,tt0019777|tt0020640|tt0022158|tt0023027|tt0023969|tt0026778|tt0028772|tt0030696|tt0031060|tt0032536|tt0033388|tt0038777|tt0039277|tt0041604|tt0043476|tt0044662|tt0051016|tt0157035|tt0166220,,,Groucho Marx
nm0000051,tt0026610|tt0027741|tt0028139|tt0028233|tt0028417|tt0028701|tt0029245|tt0030675|tt0031464|tt0033692|tt0034007|tt0034446|tt0035123|tt0035301|tt0035440|tt0035671|tt0036135|tt0036428|tt0036693|tt0036814|tt0036929|tt0037179|tt0038161|tt0038250|tt0038924|tt0039677|tt0039947|tt0040221|tt0041327|tt0041615|tt0041786|tt0042809|tt0043461|tt0043899|tt0044314|tt0044817|tt0045053|tt0045574|tt0045620|tt0045679|tt0045943|tt0046031|tt0046374|tt0046672|tt0047365|tt0047522|tt0049010|tt0049225|tt0050549|tt0051501|tt0051524|tt0052948|tt0053125|tt0053371|tt0054064|tt0054403|tt0055790|tt0056065|tt0056193|tt0056583|tt0058085|tt0058500|tt0059219|tt0059399|tt0059589|tt0060177|tt0060453|tt0061515|tt0061556|tt0062917|tt0063569|tt0063991|tt0064645|tt0066401|tt0066592|tt0066970|tt0068246|tt0068369|tt0068801|tt0070074|tt0070291|tt0070351|tt0071080|tt0071412|tt0071576|tt0072123|tt0072674|tt0072786|tt0073174|tt0073349|tt0073555|tt0074695|tt0075045|tt0075052|tt0076151|tt0077269|tt0077663|tt0078477|tt0078879|tt0079592|tt0079700|tt0081809|tt0083908|tt0084157|tt0084855|tt0088111|tt0088746|tt0089049,,tt0046852,James Mason
nm0000052,tt0041303|tt0042342|tt0043902|tt0044598|tt0045019|tt0045066|tt0045138|tt0045252|tt0045734|tt0045759|tt0046513|tt0046881|tt0047024|tt0047367|tt0047871|tt0048475|tt0049009|tt0049226|tt0050486|tt0050698|tt0050716|tt0050782|tt0050813|tt0051352|tt0051852|tt0052110|tt0052216|tt0052789|tt0053105|tt0053385|tt0053570|tt0053643|tt0053779|tt0053820|tt0054130|tt0054640|tt0054867|tt0055599|tt0055913|tt0056801|tt0056945|tt0056966|tt0057171|tt0058335|tt0059015|tt0059095|tt0059318|tt0059535|tt0059851|tt0061008|tt0062310|tt0062656|tt0062888|tt0065192|tt0065662|tt0065782|tt0065974|tt0066948|tt0067437|tt0067719|tt0068026|tt0068488|tt0068868|tt0069079|tt0069690|tt0070130|tt0070592|tt0070625|tt0070913|tt0070960|tt0072305|tt0073320|tt0073529|tt0073590|tt0074423|tt0075221|tt0075335|tt0075793|tt0075848|tt0076085|tt0076400|tt0077373|tt0077459|tt0077611|tt0077734|tt0078256|tt0079058|tt0080539|tt0081616|tt0082364|tt0082893|tt0083648|tt0084040|tt0084423|tt0085575|tt0086372|tt0087208|tt0089057|tt0089529|tt0091113|tt0091506|tt0093267|tt0093579|tt0093664|tt0094005|tt0096160|tt0097051|tt0100681|tt0102439|tt0103055|tt0103200|tt0103224|tt0105706|tt0106678|tt0110907|tt0112654|tt0115479|tt0117968|tt0120443|tt0235156,,,Marcello Mastroianni
nm0000053,tt0035663|tt0035676|tt0035692|tt0035744|tt0035824|tt0035862|tt0035958|tt0036016|tt0036118|tt0036865|tt0036972|tt0037124|tt0037224|tt0037366|tt0037458|tt0038120|tt0038241|tt0038700|tt0039036|tt0039066|tt0039286|tt0039312|tt0039689|tt0039737|tt0040175|tt0040720|tt0041178|tt0041473|tt0041792|tt0043131|tt0043643|tt0043828|tt0043955|tt0044357|tt0044860|tt0044863|tt0044997|tt0046288|tt0046547|tt0047422|tt0047476|tt0047603|tt0048339|tt0048424|tt0048432|tt0048983|tt0049224|tt0050356|tt0050397|tt0050490|tt0051750|tt0052293|tt0052563|tt0053453|tt0053877|tt0053917|tt0054120|tt0054353|tt0055074|tt0055824|tt0056626|tt0057254|tt0057447|tt0058323|tt0058743|tt0059454|tt0061619|tt0062479|tt0062626|tt0062673|tt0063324|tt0063571|tt0063775|tt0064379|tt0065230|tt0066319|tt0067146|tt0069515|tt0070077|tt0072973|tt0073918|tt0074777|tt0074899|tt0075677|tt0077234|tt0081232|tt0081989|tt0084784|tt0085791|tt0086884|tt0087682|tt0089260|tt0089843|tt0092084|tt0095665|tt0096061|tt0097611|tt0100148|tt0100428|tt0101540|tt0108588|tt0112440|tt0112817|tt0114075|tt0126973|tt0261287,,,Robert Mitchum
nm0000054,tt0041571|tt0042192|tt0042463|tt0043299|tt0043651|tt0043736|tt0043759|tt0044502|tt0044557|tt0044916|tt0044981|tt0045317|tt0045810|tt0045891|tt0046126|tt0047422|tt0047574|tt0048605|tt0049038|tt0050861|tt0053291|tt0054022|tt0055184|tt0217055,,,Marilyn Monroe
nm0000055,,tt0021622|tt0021764|tt0022961|tt0023243|tt0023271|tt0023369|tt0024507|tt0024539|tt0024816|tt0024932|tt0025272|tt0025368|tt0025501|tt0025555|tt0025610|tt0026221|tt0028158|tt0029442|tt0029577|tt0029751|tt0031088|tt0031252|tt0031398|tt0031455|tt0031835|tt0031842|tt0032145|tt0032155|tt0032264|tt0032281|tt0032427|tt0032484|tt0032613|tt0032719|tt0032762|tt0033150|tt0033221|tt0033373|tt0033383|tt0033405|tt0033457|tt0033729|tt0033873|tt0034092|tt0034393|tt0034522|tt0034794|tt0034976|tt0035189|tt0035272|tt0035360|tt0035421|tt0035431|tt0035447|tt0035742|tt0035790|tt0035979|tt0036170|tt0036182|tt0036377|tt0036983|tt0037197|tt0037465|tt0037534|tt0037865|tt0038040|tt0038190|tt0038492|tt0038727|tt0038873|tt0039243|tt0039416|tt0040202|tt0040229|tt0040257|tt0040795|tt0040806|tt0040869|tt0040949|tt0040978|tt0041313|tt0041587|tt0041659|tt0041662|tt0041746|tt0041767|tt0041958|tt0041996|tt0042192|tt0042249|tt0042472|tt0042531|tt0042792|tt0042832|tt0043129|tt0043455|tt0043560|tt0044100|tt0044981|tt0045053|tt0045307|tt0045323|tt0045333|tt0046204|tt0046247|tt0046949|tt0047073|tt0048316|tt0048337|tt0048605|tt0048947|tt0049038|tt0051466|tt0051657|tt0052619|tt0052738|tt0055307|tt0055871|tt0056085|tt0059245|tt0060748|tt0062975|tt0065377,,Alfred Newman
nm0000056,tt0047494|tt0049652|tt0049778|tt0050494|tt0051141|tt0051459|tt0051849|tt0051878|tt0052117|tt0053462|tt0053804|tt0053841|tt0054997|tt0055278|tt0056063|tt0056541|tt0057163|tt0057360|tt0057426|tt0058437|tt0058743|tt0059377|tt0060490|tt0061107|tt0061205|tt0061512|tt0061770|tt0063573|tt0064115|tt0065215|tt0066043|tt0066540|tt0067774|tt0068853|tt0069103|tt0070351|tt0070735|tt0072308|tt0072912|tt0074254|tt0076723|tt0079770|tt0081747|tt0081974|tt0082402|tt0084855|tt0087386|tt0090863|tt0096943|tt0097336|tt0100200|tt0110074|tt0110684|tt0119594|tt0139462|tt0149367|tt0257044|tt0317219|tt0892391|tt1045874,,tt0063483|tt0067774|tt0068528|tt0081492|tt0087386|tt0093093,Paul Newman
nm0000057,tt0027033|tt0027345|tt0027438|tt0027532|tt0028079|tt0028353|tt0028788|tt0029442|tt0029749|tt0029929|tt0030044|tt0030150|tt0030864|tt0031067|tt0031282|tt0031842|tt0032145|tt0032963|tt0034734|tt0037449|tt0038715|tt0038733|tt0038832|tt0039190|tt0039686|tt0040183|tt0040321|tt0041549|tt0041550|tt0042432|tt0043053|tt0043293|tt0043618|tt0043721|tt0044059|tt0046013|tt0046094|tt0047595|tt0047923|tt0048259|tt0048960|tt0049011|tt0050646|tt0050738|tt0050795|tt0051429|tt0052182|tt0052583|tt0052878|tt0054188|tt0054678|tt0054953|tt0055851|tt0056044|tt0056800|tt0057413|tt0057878|tt0059377|tt0059905|tt0061452|tt0061634|tt0063128|tt0063467|tt0064075|tt0064146|tt0064307|tt0067791|tt0068806|tt0071938|tt0073511|tt0074937|tt0074968|tt0075807|tt0079117|tt0079630|tt0081439|tt0081470|tt0084814|tt0085384|tt0493295|tt27404835,,,David Niven
nm0000058,tt0030372|tt0031455|tt0031505|tt0032252|tt0032376|tt0033729|tt0034522|tt0035421|tt0035447|tt0035860|tt0036037|tt0036431|tt0036677|tt0038108|tt0038484|tt0038922|tt0039394|tt0039628|tt0039826|tt0040795|tt0041149|tt0041350|tt0041382|tt0042053|tt0042339|tt0042895|tt0043072|tt0043542|tt0044333|tt0044380|tt0044788|tt0045061|tt0045077|tt0046532|tt0046979|tt0048279|tt0048312|tt0048331|tt0049446|tt0051198|tt0054152|tt0054795|tt0055277|tt0056255|tt0057298|tt0057523|tt0058949|tt0060884|tt0065859|tt0066831|tt0070598|tt0102598|tt0112667|tt0161356|tt0212362|tt0246748,,,Maureen O'Hara
nm0000059,tt0021458|tt0021889|tt0022277|tt0022582|tt0023684|tt0024386|tt0024436|tt0027311|tt0027989|tt0028872|tt0030063|tt0031831|tt0032145|tt0032179|tt0032354|tt0032943|tt0032976|tt0033627|tt0034272|tt0035793|tt0036910|tt0040416|tt0044486|tt0049674|tt0050861|tt0052735|tt0053796|tt0054331|tt0054561|tt0056568|tt0058997|tt0059555|tt0060588|tt0062857|tt0063599|tt0064072|tt0065615|tt0068827|tt0069281|tt0070386|tt0073039|tt0073310|tt0074295|tt0074860|tt0075194|tt0075784|tt0075867|tt0077228|tt0077269|tt0079073|tt0079477|tt0080948|tt0082186|tt0084132|tt0084875|tt0085755|tt0086993|tt0087561|tt0090323|tt0092047|tt0096416|tt0216179,,tt0036910|tt0040416|tt0049674|tt0050861|tt0066454|tt0215846,Laurence Olivier
nm0000060,tt0036748|tt0036983|tt0038109|tt0038213|tt0038499|tt0039111|tt0039416|tt0039591|tt0039694|tt0040978|tt0041430|tt0041996|tt0042531|tt0043379|tt0043455|tt0043885|tt0045031|tt0045162|tt0045339|tt0046072|tt0046250|tt0047279|tt0047376|tt0049474|tt0049513|tt0050306|tt0051411|tt0051433|tt0051719|tt0052617|tt0053137|tt0053183|tt0054953|tt0055824|tt0056085|tt0056592|tt0056903|tt0057879|tt0059448|tt0060121|tt0060562|tt0064148|tt0064615|tt0064639|tt0065032|tt0065874|tt0067750|tt0069786|tt0075005|tt0076342|tt0077269|tt0081470|tt0086251|tt0092545|tt0098022|tt0101540|tt0102609|tt0107859|tt0233200,,,Gregory Peck
nm0000061,tt0027677|tt0027860|tt0027902|tt0028676|tt0029047|tt0029165|tt0029529|tt0029659|tt0029852|tt0030418|tt0030811|tt0031215|tt0031507|tt0031835|tt0031877|tt0031907|tt0032281|tt0032651|tt0032762|tt0033405|tt0034405|tt0034522|tt0035360|tt0035431|tt0035763|tt0038873|tt0039243|tt0039661|tt0040553|tt0040870|tt0041767|tt0042195|tt0042256|tt0043668|tt0043959|tt0044552|tt0045041|tt0045961|tt0046080|tt0048312|tt0048767|tt0049170|tt0050091|tt0051028|tt0051201,,,Tyrone Power
nm0000062,tt0049452|tt0050556|tt0050659|tt0051818|tt0053825|tt0053848|tt0054692|tt0055623|tt0055992|tt0056023|tt0056138|tt0056585|tt0057083|tt0057191|tt0057227|tt0058534|tt0058725|tt0059224|tt0059255|tt0059563|tt0060429|tt0061015|tt0061489|tt0061595|tt0061610|tt0063231|tt0063634|tt0063643|tt0064155|tt0065125|tt0065537,,,Elvis Presley
nm0000063,tt0028770|tt0029119|tt0029380|tt0029626|tt0029742|tt0029950|tt0029951|tt0030039|tt0030251|tt0030322|tt0030875|tt0031497|tt0031534|tt0032009|tt0032080|tt0032342|tt0032440|tt0032520|tt0032993|tt0033140|tt0033405|tt0033439|tt0033795|tt0034015|tt0034277|tt0034282|tt0034522|tt0034965|tt0035262|tt0035957|tt0036244|tt0036677|tt0036846|tt0036961|tt0036998|tt0037522|tt0037593|tt0038245|tt0038392|tt0039191|tt0039487|tt0039826|tt0039927|tt0043359|tt0043790|tt0044333|tt0044449|tt0045296|tt0045339|tt0045563|tt0045614|tt0045630|tt0045716|tt0046239|tt0046294|tt0046731|tt0047190|tt0047528|tt0047630|tt0048331|tt0048412|tt0048603|tt0049456|tt0049472|tt0049955|tt0050781|tt0050899|tt0050903|tt0051193|tt0051742|tt0052631|tt0052993|tt0053244|tt0053434|tt0053902|tt0054197|tt0054953|tt0055774|tt0056172|tt0056406|tt0057831|tt0057879|tt0058724|tt0059269|tt0059429|tt0060637|tt0061377|tt0061748|tt0062445|tt0062713|tt0063260|tt0063599|tt0064259|tt0064952|tt0065726|tt0066273|tt0066542|tt0068168|tt0068454|tt0069989|tt0071412|tt0074487|tt0074896|tt0075307|tt0076101|tt0077296|tt0077326|tt0077636|tt0079700|tt0081059|tt0082516|tt0083024|tt0084579|tt0084847|tt0095780|tt0095828|tt0099656|tt0100288|tt0100485|tt0102175|tt0102598|tt0107362|tt0110015|tt0110016|tt0110017|tt0110018|tt0110019|tt0111237|tt0111415|tt0114887|tt0116441|tt0117604|tt0166817|tt0275947|tt4325342,,tt0051436,Anthony Quinn
nm0000064,tt0006371|tt0019992|tt0020850|tt0021044|tt0021079|tt0021183|tt0021224|tt0021551|tt0021873|tt0022403|tt0022979|tt0023472|tt0023594|tt0023629|tt0024160|tt0024262|tt0025034|tt0025459|tt0026097|tt0027214|tt0027407|tt0029080|tt0029118|tt0029670|tt0029864|tt0030254|tt0030764|tt0031102|tt0031173|tt0032285|tt0032396|tt0032413|tt0034162|tt0034342|tt0034965|tt0035034|tt0035085|tt0035415|tt0035800|tt0035885|tt0036775|tt0037095|tt0037346|tt0037469|tt0037963|tt0038057|tt0038991|tt0039757|tt0040087|tt0040506|tt0040643|tt0041487|tt0042812|tt0044327|tt0045556|tt0045825|tt0046514|tt0046790|tt0047904|tt0048158|tt0048199|tt0048724|tt0048789|tt0049553|tt0049833|tt0052896|tt0054295|tt0056267|tt0056625|tt0056886|tt0057426|tt0057940|tt0058437|tt0059037|tt0061410|tt0062636|tt0062731|tt0063341|tt0063556|tt0066179|tt0066393|tt0068995|tt0070723,,,Edward G. Robinson
