ID_PERSON,AS_ACTOR,AS_COMPOSER,AS_DIRECTOR,PERSON_NAME
nm0004029,tt0056162,,,Lillian Buyeff
nm0004030,tt1050170|tt12908378|tt1331074|tt1815707|tt21826838|tt2256858|tt3509702|tt4643048|tt7661250|tt9079952,,,John Karyus
nm0004031,,,,Brian Hughes
nm0004032,,,tt0209252|tt0372945,Thom Powers
nm0004033,,,tt2042583,Diego Quemada-Diez
nm0004034,,,tt0358079,Elizabeth Holder
nm0004035,,,,Alessandra Carlino
nm0004036,,,,Roger Dertinger
nm0004037,,,,Suzanne Nicell
nm0004038,,,,Jack S. Schlosser
nm0004039,,,,Larry A. Thompson
nm0004040,,,,Michael Condro
nm0004041,,,,David J. McGraw
nm0004042,,,,Victor Galvis
nm0004043,,,tt0219408,George Zaloom
nm0004044,,,,Paul Janossy
nm0004045,,,,Massimo Nouhra
nm0004046,,,,Jean-Louis Nieuwbourg
nm0004047,,,,Jack Sojka
nm0004048,,,tt0115981,Paul Raimondi
nm0004049,,,,Peter Atherton
nm0004050,,,,Scott Getzinger
nm0004051,tt0073158|tt0087561|tt0087931|tt0089157|tt0091474|tt0097931|tt0100568|tt0107727|tt0110157|tt0110891|tt0114287|tt0115857|tt0116421|tt0116908|tt0118966|tt0119468|tt0126916|tt0128445|tt0142192|tt0145400|tt0151582|tt0179970|tt0188518|tt0219327|tt0224050|tt0242252|tt0242587|tt0258463|tt0258816|tt0265662|tt0267891|tt0277615|tt0290334|tt0298130|tt0307466|tt0307901|tt0319063|tt0326306|tt0332452|tt0372183|tt0416320|tt0421239|tt0433528|tt0439289|tt0441818|tt0443706|tt0470929|tt0472268|tt0760329|tt0785037|tt0808285|tt0815096|tt0858486|tt0858500|tt0859635|tt0862856|tt0899154|tt0939626|tt0947021|tt0961728|tt0972883|tt1020991|tt1038915|tt1135095|tt1233301|tt1294136|tt1372686|tt1609497|tt1653700|tt1709654|tt1715336|tt1781812|tt1790886|tt1929297|tt1963768|tt2009606|tt2078552|tt2120120|tt2124189|tt2271563|tt2663812|tt2674454|tt2825596|tt2866708|tt2962726|tt3289956|tt3416670|tt3913244|tt4515456|tt4520364|tt4671326|tt4695264|tt4938846|tt4960466|tt4999290|tt5459382|tt5617312|tt5636358|tt6604334|tt9173154|tt9621284,,,Brian Cox
nm0004052,,,,Bob Shaw
nm0004053,,,,Ray McCort
nm0004054,,,,Philip D. Schwartz
nm0004055,,,,Marco Black
nm0004056,tt23111834,,tt0266543|tt0401729|tt0910970|tt2277860,Andrew Stanton
nm0004057,,,,Marietta Carter-Narcisse
nm0004058,,,,Heidi Kneisl
nm0004059,tt0069593,,,Yvon Sarray
nm0004060,,,,Morgana Rae
nm0004061,,,,Nicholas Kamenos
nm0004062,,,,Franï¿½ï¿½ois Dage
nm0004063,,,,Franï¿½ï¿½ois Dage
nm0004064,,,,Marco Sacerdoti
nm0004065,,tt0025892|tt0036575,,Andrï¿½ï¿½ Gail
nm0004066,,,,Robbi Hinds
nm0004067,tt0115942|tt0138581|tt0171049|tt0222293|tt0239058|tt0268586|tt0323103|tt0382211|tt12075440|tt14058850|tt1600058|tt2059242|tt2182169|tt3131456,,,Russell Yuen
nm0004068,,,tt2040562,Suju Vijayan
nm0004069,,,,Oliver Brzoska
nm0004070,,tt0111745|tt0264499|tt0375819|tt0384847|tt0426214|tt0488138|tt0887745|tt0896529|tt0932755|tt1305059|tt1318050|tt13439940|tt1571409|tt1937174|tt2220204|tt2640120|tt3134422|tt5164184,,Niall Byrne
nm0004071,tt0204279,,tt1174933|tt13804586|tt2243275|tt5355580,ıılvaro Curiel
nm0004072,,tt3309662,tt0168529|tt0330082|tt3309662,Kaizad Gustad
nm0004073,,,,Jason Gondek
nm0004074,,,tt1833879,Igor Meglic
nm0004075,,,,Travis Price
nm0004076,,,,Jonny Vasic
nm0004077,tt0298413,,,Klaus Christian Schreiber
nm0004078,,,,Pï¿½ï¿½ter Poli
nm0004079,,,,Jim Michaels
nm0004080,,,,Grant Viklund
nm0004081,,,,Tom Delmar
nm0004082,tt15977804|tt2091343|tt2481276,,tt1109488|tt11662660|tt2091343,Geoff Marslett
nm0004083,,,,Brent Crowell
nm0004084,,,tt0177185,Steven Nevius
nm0004085,,,,Hilary Benson
nm0004086,,,,Penny Segal
nm0004087,,,,Howard Bernstein
nm0004088,,,,Lï¿½ï¿½szlï¿½ï¿½
nm0004089,,,,Matthew Irving
nm0004090,,,,Eric Alan Edwards
nm0004091,,,,Tom Fillingham
nm0004092,,,,Jean-Marc Fï¿½ï¿
nm0004093,tt0113410|tt0240900|tt1160368,,,Travis Davis
nm0004094,,,,Betsy Thomas
nm0004095,tt0108277|tt0109195|tt0109969|tt0110358|tt0120627|tt0155733|tt0174543|tt0218091|tt0238116|tt0239058|tt0318040|tt0337660|tt2279025|tt3097956|tt3521746|tt4677244|tt5206170|tt6455992,,,Bobbie Phillips
nm0004096,tt0138330,,,Leesa Castaneda
nm0004097,,,,Alec Von Bargen
nm0004098,,,,Ellen Wheeler
nm0004099,tt0046703|tt0048816|tt0049545|tt0050665|tt0055164|tt0055276|tt0057884|tt0058287|tt0058774|tt0063540|tt0064241|tt0134757|tt0148266|tt0154565|tt0156606|tt0177486|tt0232081|tt0232585|tt0273681|tt0389433|tt0395602,,,Jayant
nm0004100,tt0081518,,,Jayant
nm0004101,,,,Michael Perry
nm0004102,,,,Marc Sadeghi
nm0004103,,,,Michael Derbas
nm0004104,,,,Harry Shannon
nm0004105,,,tt0068427|tt0070911|tt0081480|tt0104288|tt0116903|tt0259419|tt0329638,Jay Sandrich
nm0004106,,,tt0197570,Gregory Ruzzin
nm0004107,tt0157992,,,Darrin Klimek
nm0004108,,,,Brett Miller
nm0004109,tt0080901|tt0083578|tt0085912|tt0086230|tt0095300|tt0095429|tt0096415|tt0097264|tt0097642|tt0097784|tt0097926|tt0098168|tt0099081|tt0100092|tt0101887|tt0102746|tt0102844|tt0105315|tt0105394|tt0105515|tt0106270|tt0106541|tt0106724|tt0108144|tt0109091|tt0110546|tt0110942|tt0111625|tt0111780|tt0112269|tt0112309|tt0112738|tt0113913|tt0113933|tt0114225|tt0114231|tt0114234|tt0116391|tt0120087|tt0120540|tt0121395|tt0152509|tt0162480|tt0164550|tt0170416|tt0177483|tt0177487|tt0177505|tt0180846|tt0187279|tt0187351|tt0196635|tt0220594|tt0230737|tt0233264|tt0233990|tt0239495|tt0242314|tt0242519|tt0243294|tt0246766|tt0249822|tt0251395|tt0252266|tt0255305|tt0260335|tt0260494|tt0260579|tt0267246|tt0267617|tt0267703|tt0267830|tt0269758|tt0277981|tt0283911|tt0284218|tt0286488|tt0286593|tt0286907|tt0290884|tt0293342|tt0300115|tt0313844|tt0319500|tt0328729|tt0330082|tt0337611|tt0337625|tt0338477|tt0338490|tt0338690|tt0339936|tt0348824|tt0348843|tt0353351|tt0354538|tt0358972|tt0359169|tt0359990|tt0361773|tt0361904|tt0363810|tt0363824|tt0363915|tt0364720|tt0366880|tt0368811|tt0368825|tt0371775|tt0373935|tt0375890|tt0376182|tt0376886|tt0377738|tt0379272|tt0382534|tt0391165|tt0395519|tt0397551|tt0399942|tt0402606|tt0407274|tt0409068|tt0415768|tt0427524|tt0430030|tt0435437|tt0437084|tt0444915|tt0471646|tt0476888|tt0482037|tt0489560|tt0495032|tt0496375|tt0800981|tt0833537|tt0978726|tt1038915|tt10483386|tt1090650|tt1156148|tt1170411|tt1201557|tt1233213|tt1238735|tt1243946|tt1395025|tt1479690|tt1558578|tt1571204|tt15831978|tt1633212|tt1636842|tt1740017|tt1756474|tt1805263|tt2222716|tt2334608|tt2551378|tt2560016|tt3382148|tt4642936|tt5325684|tt5364878|tt5605730|tt5912310|tt6268302|tt6537508|tt7886848|tt8312282|tt9531772,,,Gulshan Grover
nm0004110,tt0022397,,,Carl R. Botefuhr
nm0004111,,,tt0105480,Mark Frost
nm0004112,tt0223268|tt0257818|tt4291700|tt4348012,,,Mark Frost
nm0004113,,,,Halina Dobrowolska
nm0004114,,,,Halina Dobrowolska
nm0004115,,,,Thom Tierney
nm0004116,,,,Larry D. Horricks
nm0004117,,,,Roger Bondelli
nm0004118,,,,Marie Nardella
nm0004119,,,,Kurt Hall
nm0004120,,,,George Tarrant
nm0004121,,,tt0106868|tt0120696|tt0214373|tt0264648|tt0321416|tt0775362|tt1182887|tt1307456|tt1609807|tt1615091|tt1966594|tt2287663|tt2325002|tt3831810,Mikael Salomon
nm0004122,,,tt0068827,Robert Bolt
nm0004123,,,,Dave Kluft
nm0004124,,,tt0800135|tt2294727|tt2585278|tt9591824,Laurent Herbiet
nm0004125,,,,Radan Popovic
nm0004126,tt0077951|tt0079383|tt0079652|tt0085604,,tt0090962|tt0266414|tt0491661,Ian Gilmour
nm0004127,tt1756436,,,David McKail
nm0004128,,,,Craig Campobasso
nm0004129,,,,Sheri Bylander
nm0004130,,,,Adina Shore
nm0004131,,,,Antoine Beau
nm0004132,,,,Jill Footlick
nm0004133,tt0118524|tt0120460|tt0120471|tt0124114|tt0181978|tt0188246|tt0213174|tt0214289|tt0215223|tt0239388|tt0329525|tt0374279|tt0380773|tt0411270|tt0469055|tt0792986|tt10251538|tt11154574|tt1132607|tt1179820|tt1285246|tt1305796|tt13511518|tt1454910|tt15548866|tt1638350|tt16983432|tt17505492|tt1794850|tt1817191|tt2404015|tt3013588|tt3227548|tt4386356|tt6096500|tt6226610|tt8168186|tt8242420,,,Aure Atika
nm0004134,tt0116315|tt0222688|tt0244290|tt0255623|tt0351576|tt0448610|tt0460556|tt10530838|tt1282024|tt1524125|tt21047794|tt2236054,,,Tasma Walton
nm0004135,,,,Jeffrey Kaplan
nm0004137,tt0118589|tt0120041|tt0171580|tt0183649|tt0360009|tt0418451|tt15106988|tt1782440,,,Tia Texada
nm0004138,tt0120497|tt0120499|tt0132965|tt0140690|tt0164211|tt0175245|tt0176799|tt0245380|tt0271884|tt0278406|tt0285861|tt0295526|tt0308310|tt1486189,,,Vince Corazza
nm0004139,,,tt0093059|tt0115929|tt0133131|tt0221667|tt0404600|tt0882820|tt5866866,Murilo Salles
nm0004140,,,,Steve Arnold
nm0004141,tt0137180,,,Pazz Neglia
nm0004142,,,,Michael Grady
nm0004143,,,,Michael Grady
nm0004144,,,,Joanne Ottaviano
nm0004145,,,,Peter Lance
nm0004146,tt0097682,,,Mikko Nousiainen
nm0004147,tt0231971|tt0326923|tt0415094|tt1145479|tt13545712|tt14164102|tt1486193|tt1604231|tt16119566|tt2281425|tt3828796|tt4168286|tt4269238|tt5822160|tt6353036|tt6671882|tt8101390|tt8630424,,,Mikko Nousiainen
nm0004148,,,,Don Kirshner
nm0004149,tt0066859|tt0073075|tt0073788|tt0073880|tt0074238|tt0075250|tt0076026|tt0076028|tt0076584|tt0076731|tt0079222|tt0079640|tt0082813|tt0086434|tt0087461|tt0087497|tt0088881|tt0090170|tt0090333|tt0090836|tt0090927|tt0091187|tt0091997|tt0092863|tt0092891|tt0092921|tt0094004|tt0096920|tt0097663|tt0099400|tt0102709|tt0102978|tt0114537|tt0119268|tt0184016|tt0219908|tt0247713|tt0404126|tt0482602|tt1261862|tt2380560|tt2857160|tt7838654,,,Bo Svenson
nm0004150,,,,Jeremy Benning
nm0004151,,,,Jennifer Ann Henry
nm0004152,,,tt0159603|tt0811124|tt0820872|tt10656752|tt14158554|tt1468703|tt1562928|tt2317524|tt2544766|tt4151192|tt6155374,Roel Reinï¿
nm0004153,,,,Carol Goldwasser
nm0004154,,,,Peter Thomas
nm0004155,,,,Daniel A. Valverde
nm0004156,,,,Shawn Murphy
nm0004157,,,,TyRuben Ellingson
nm0004158,,,,Emily Ferry
nm0004159,tt1669831|tt1929310,,,Tom Tangen
nm0004160,,,,Jan Lipsansky
nm0004161,,,tt0094944|tt0117396|tt0118119|tt0118864|tt0194800|tt0244744|tt0295590|tt0295925|tt0295989,Mark Roper
nm0004162,,,,Patti Podesta
nm0004163,,,,Marco Guidone
nm0004164,,,,Bob Brooks
nm0004165,,,tt0211661|tt0488962|tt1252507,Lance W. Dreesen
nm0004166,,,,Adam Hackbarth
nm0004167,,,,Bart DeFinna
nm0004168,,,,Aaron Griffith
nm0004169,tt2112307,,,Bo Kane
nm0004170,,,,Bob Kane
nm0004171,,,,Drew Wood
nm0004172,tt0265101,,,Drew Wood
nm0004173,,,,Charlotte Fontijn
nm0004174,,,,Frederick Howard
nm0004175,,,,Jonathan Short
nm0004176,,,,Lisa C. Satriano
nm0004177,,,,Tiffany Smith Llorens
nm0004178,tt0115864|tt0120530|tt0137094|tt0449061|tt0780504,,,Jeff Wolfe
nm0004179,tt0096737|tt0118683|tt1570091|tt1629278,,,Helene Egelund
nm0004180,tt0079474|tt0299674,,,Dick Vosburgh
nm0004181,tt0117652,,,Ronald Shore
nm0004182,,,,Frank Petzold
nm0004183,,,,Tom P. Murphy
nm0004184,,,,Robert Dassanowsky
nm0004185,,,,Paul Roer
nm0004186,,,,Peter Hanrahan
nm0004187,,,,Casey Cannon
nm0004188,,,tt0108233|tt0285191,Rea Tajiri
nm0004189,,,,Tamara Johnson
nm0004190,,,,Glenn Dreher
nm0004191,,tt0085493,,Ricard Casals
nm0004192,tt1007028,,tt0125459|tt0443765,Kenny Hotz
nm0004193,tt0102330|tt0109033|tt0112580|tt0114733|tt0117549|tt0119277|tt0147653|tt0164058|tt0169299|tt0180984|tt0195565|tt0212879|tt0217780|tt0264675|tt0275648|tt0295884|tt0338294|tt0372859|tt0417911|tt0419134|tt0426629|tt0476982|tt0784984|tt0799913|tt0870176|tt10109764|tt1014798|tt1107394|tt11826520|tt12256338|tt1245111|tt1318056|tt1327699|tt1401631|tt1449395|tt1461395|tt1509123|tt1555074|tt1568802|tt1634275|tt1637674|tt1800240|tt1829735|tt1829744|tt1886547|tt1937154|tt19710434|tt2006719|tt2070897|tt2128694|tt2145821|tt2157045|tt2172055|tt2363518|tt2547290|tt2630272|tt2656508|tt2787908|tt2984576|tt2989580|tt3251306|tt3369624|tt3448124|tt3628704|tt4221854|tt4729642|tt5018060|tt5224644|tt5492054|tt7290030|tt9079952,,,Debbie Rochon
nm0004194,,,,Lyn Pinezich
nm0004195,,,,Gabriel Figueroa
nm0004196,,,,Verne Nobles
nm0004197,,,,Vern Nobles Jr.
nm0004198,tt15164924|tt4687464,,,David Acord
nm0004199,,,,Nicolas Amiache
nm0004200,,,,John Ian Briody
nm0004201,,,,Neil Cedar
nm0004202,,,tt1270680|tt3012592,Jean-Pierre Duret
nm0004203,,,,Abi Feijï¿
nm0004204,,,,Peter Freeman
nm0004205,,,,John Frick
nm0004206,,,tt0095487|tt0101690|tt0158610|tt0337646|tt1347002,Goran Gajic
nm0004207,,,,Giel van Geloven
nm0004208,,,,Gabriel Guy
nm0004209,,,tt1476425|tt6745550|tt8064374,E.B. Hughes
nm0004210,,,,Nicholas Korda
nm0004211,,,,Nikolas Korda
nm0004212,,,,Peter F. Kurland
nm0004213,,,,Cliff Latimer
nm0004214,tt0110418|tt0376583|tt1034024|tt1122615|tt1634513|tt2379715,,tt8180932,Bey Logan
nm0004215,,,,Mark Lombardo
nm0004216,,,,Gerard McCann
nm0004217,,,tt0233764|tt1740707|tt3289956|tt3387520|tt5715066,Andrï¿½ï¿½ ï¿½ï
nm0004218,,,,Pï¿½ï¿½ter Palï¿
nm0004219,,,,Klaus Peintner
nm0004220,,,,Doug Pope
nm0004221,,,,Will Ralston
nm0004222,,,,Hansl Schulder
nm0004223,,,,Philip Sgriccia
nm0004224,,,,Anne Sirois
nm0004225,,,,Eduardo Soto-Falcon
nm0004226,,,,David B. Thompson
nm0004227,,,,Dick Ziker
nm0004228,,tt0188045|tt0238321|tt0276773|tt0350232|tt2479478|tt7256866,,Elmo Weber
nm0004229,tt8018978,,,Adam Greenberg
nm0004230,tt0041795,tt0048140|tt0154443,,Frank Loesser
nm0004231,tt0168228,,,Kenny Davis
nm0004232,tt0137546,,,Erik Svane
nm0004233,,,,Nick Gillard
nm0004234,,,tt2140507|tt2561546|tt2582496,Alfonso Gomez-Rejon
nm0004235,,,,James William Newport
nm0004236,tt0120505|tt0439547|tt0478978|tt1234559|tt1513914|tt2113588|tt2390460|tt4911404|tt7308092|tt8608144,,,ııngelo Antıınio
nm0004237,tt0139008|tt0184246|tt0189328|tt0200417|tt0260761,,,ııngelo Antıınio
nm0004238,,,,Cindy Geppi
nm0004239,tt2091325,,,Meg Thalken
nm0004240,,,,Tom Scorza
nm0004241,,,,Donald E. Thorin
nm0004242,tt0472386|tt0827190,,,Fidel Castro
nm0004243,,,,Eric Mises-Rosenfeld
nm0004244,tt0025592|tt0026394|tt0040497|tt0046487|tt0050706|tt0061524|tt0062136|tt0069400|tt0071968|tt0775489,,tt0040497|tt0046487|tt0050706|tt0062136|tt0069400|tt0071968|tt0434953,Jacques Tati
nm0004245,,,,Carla S. Nemec
nm0004246,,,,Pamela Scott Arnold
nm0004247,,,tt2838918|tt3264110|tt5432624,Bob Sarles
nm0004248,tt0102103|tt0102555|tt0103962|tt0110785|tt0115797|tt0116225|tt0116597|tt0119678|tt0158051|tt0190122|tt0232295|tt0235215|tt0245834|tt0246268|tt0251777|tt0316477|tt0378897|tt0484357|tt1314369|tt13774454|tt23040384|tt2835546|tt3257300|tt3422314|tt3511056|tt5654926,,,Georges Corraface
nm0004249,,,,Curtis Choy
nm0004250,,,tt0122710|tt0210685|tt0245877|tt0430063|tt1024770|tt1050233|tt12356852|tt1967697|tt4154004,Quentin Lee
nm0004251,,,,Sharon Smith Holley
nm0004252,,,,Thomas Duval
nm0004253,,,,Marc Pollon
nm0004254,tt0100079,,,Edward Terry
nm0004255,,,,Laura Marolakos
nm0004256,,,,Suzan Derkson
nm0004257,,,,James R. Bagdonas
nm0004258,tt0085148|tt0098271|tt0112630|tt0114806|tt0122494|tt0158713|tt0178124|tt0179599|tt0199118|tt0203094|tt0283017|tt0756654|tt1010004|tt1647446|tt4338816|tt6156272|tt8285432,,tt0283017,Pino Ammendola
nm0004259,tt0387579|tt0429080,,,Andrï¿½ï¿½ Kami
nm0004260,tt0081457,,,Pamela Bowman
nm0004262,,,,Lynn Marie Latham
nm0004263,tt0081777,,,Lynne Latham
nm0004264,tt0149907|tt0157566|tt0227671|tt0255653|tt0294579|tt0479201,,,Jude Herrera
nm0004265,tt0117007|tt0139873|tt0289791|tt0383278|tt0837563,,,Maria Herrera
nm0004266,tt0247638|tt0250371|tt0285175|tt0327679|tt0368933|tt0416508|tt0425061|tt0443536|tt0449487|tt0458352|tt0758752|tt0805647|tt0816692|tt0817230|tt0901476|tt1014759|tt10343028|tt1084950|tt1298644|tt13061914|tt1345836|tt1436562|tt1563738|tt1707386|tt2182972|tt2357291|tt2361509|tt2567026|tt2980332|tt4680182|tt5164214|tt6476140|tt6689014|tt7456312|tt9071322,,,Anne Hathaway
nm0004267,tt5884230,,,Xavier Grobet
nm0004268,,,,Mark Allen
nm0004269,,,,Oliver Driscoll
nm0004270,,,,Fabiomassimo Dell'Orco
nm0004271,,,,Paul Curtis
nm0004272,tt0092751|tt0104240|tt0116378|tt0119668|tt0120446|tt0127349|tt0127722|tt0146562|tt0160547|tt0256690|tt0283043|tt0478273|tt1584131|tt1707391|tt1859476,tt1859476|tt6802918,,Paul Hipp
nm0004273,,,,Joel Kramer
nm0004274,,,,Martijn Veltman
nm0004275,,,,Steven Wren
nm0004276,,,,Peter Menich
nm0004277,,,,Adam Belanoff
nm0004278,,,,Terry Chapman
nm0004279,,,,Liz Radley
nm0004280,,,,Chris Blackwood
nm0004281,,,,Stephen Butcher
nm0004282,tt0042982|tt0043499|tt0044566|tt0044861|tt0046002|tt0047423|tt0047424|tt0047550|tt0047849|tt0047860|tt0047885|tt0048588|tt0049223|tt0049277|tt0049652|tt0050327|tt0050510|tt0053742|tt0053865|tt0058990|tt0059678|tt0062994|tt0064439|tt0064601|tt0064606|tt0064695|tt0065884|tt0065896|tt0066572|tt0067110|tt0067440|tt0068591|tt0068682|tt0069057|tt0071372|tt0071482|tt0073047|tt0073269|tt0077261|tt0080615|tt0084314|tt0089905|tt0091493|tt0093382|tt0095686|tt0100036|tt0104764|tt0116499,,,Anne Francis
nm0004283,,tt0196871|tt0256394|tt0339002|tt0760188|tt10410506|tt15119486|tt2196772|tt2648292|tt2890140|tt3135012|tt4874414,,Sharon Farber
nm0004284,tt0091035|tt0095415|tt0099531|tt0259403|tt0276660|tt0447987|tt0934840|tt1019442|tt1261954,,,Cristine Rose
nm0004285,,,,Oak O'Connor
nm0004286,tt0106950|tt0111293|tt0118531|tt0120008|tt0129634|tt0161841|tt0164530|tt0170691|tt0172726|tt0188160|tt0210953|tt0272020|tt0292644|tt0297284|tt0327951|tt0329216|tt0329297|tt0373900|tt0379725|tt0439544|tt0460952|tt0473102|tt0758764|tt0765010|tt0859635|tt0862846|tt0892767|tt0902337|tt0997152|tt1121931|tt1225822|tt1300851|tt1323044|tt13559026|tt1663662|tt1785635|tt1865393|tt1904996|tt2209764|tt2461520|tt3173594|tt3300572|tt4283414|tt4687464|tt5091530|tt5751998|tt5922124|tt7248248|tt8151874|tt8633464,,,Clifton Collins Jr.
nm0004287,,,,Alex Thomson
nm0004288,,tt0101323|tt0102214|tt0106644|tt0109987|tt0114683|tt0178746|tt0187236|tt0199931|tt0310334|tt0460796,,Jeff Lass
nm0004289,,,,Bryan Handy
nm0004290,,,,Margaret Booth
nm0004291,tt0040067|tt0041123|tt0041161|tt0043306|tt0044360|tt0045467|tt0046155|tt0048613|tt0049072|tt0050188|tt0050820|tt0051842|tt0058759|tt0141441|tt0142385|tt0156923|tt0178205|tt0213447|tt0386542,,,Nargis
nm0004292,tt0039654|tt0040067|tt0041123|tt0041161|tt0042233|tt0042380|tt0043306|tt0044360|tt0045467|tt0046155|tt0048613|tt0049072|tt0052051|tt0052560|tt0053708|tt0053965|tt0054591|tt0055220|tt0058045|tt0058547|tt0061366|tt0062897|tt0066070|tt0072870|tt0135399|tt0178205|tt0213082|tt0213447|tt0232585|tt0262866|tt0269826|tt0386542,,tt0040067|tt0041161|tt0043306|tt0048613|tt0058547|tt0066070|tt0069810|tt0078204|tt0084532|tt0152139,Raj Kapoor
nm0004293,,,,Matt Bellner
nm0004294,tt0780595|tt10161708|tt1117592|tt15132916|tt4952558,,,Nadia Bjorlin
nm0004295,tt0066905|tt0066915|tt0070158|tt0075015|tt0125868|tt0154029,,,Michael Stearns
nm0004296,,,,Tamara Torres
nm0004297,,,,Tamara Torres
nm0004298,,,,David T. Anderson
nm0004299,,,,Jason Board
nm0004300,,tt0048078|tt0049208|tt0049955|tt0050301|tt0051431|tt0054733,,Buddy Bregman
nm0004301,tt0155776|tt0187512|tt0212360|tt0415167,,,Alexandra Adi
nm0004302,,,,Ken Kelsch
nm0004303,tt0101325|tt0101636|tt0110901|tt0118864|tt0130159|tt0171841|tt0178860,,tt0178860|tt0210308|tt0260522|tt0458525|tt0468565|tt0804522|tt1731141|tt2057392|tt5431890,Gavin Hood
nm0004304,,,,Jonathon E. Salzman
nm0004305,,,tt0084296|tt0088758|tt0092757|tt0093406|tt0098376|tt0100173|tt0100240|tt0102113|tt0104309|tt0105080|tt0107046|tt0109120|tt0114449|tt0117496|tt0120331|tt0120550|tt0196631|tt0306698|tt0443334,George Miller
nm0004306,,,tt0079501|tt0082694|tt0086491|tt0089530|tt0094332|tt0104756|tt0120595|tt0366548|tt1392190|tt1402488|tt9198364,George Miller
nm0004307,,,tt1596753,Shane Salerno
nm0004308,,,,Dirk Ahner
nm0004309,tt0052808|tt0053750|tt0053936|tt0055870|tt0056082|tt0056541|tt0058104|tt0060358|tt0060479|tt0062828|tt0063426|tt0063588|tt0064873|tt0067725|tt0071706|tt0073020|tt0074085|tt0077418|tt0078856|tt0078951|tt0082329|tt0084658|tt0101520|tt0102896|tt0106170|tt0107607|tt0109187|tt0112776|tt0113421|tt0114571|tt0116095|tt0116607|tt0117399|tt0117691|tt0119030|tt0119547|tt0119822|tt0141937|tt0145774|tt0165587|tt0212719|tt0225071|tt0245341|tt0279778|tt0284334|tt0345228|tt0371835|tt0373389|tt0456554|tt1006929|tt1091232|tt1114740|tt1274296|tt1486846|tt1690979|tt1728975|tt2481496|tt2515164|tt3450650|tt3851142,,,Shirley Knight
nm0004310,tt0024320|tt0025151|tt0034296|tt0038033|tt0039003|tt0043591|tt0052880|tt0055458|tt0056579|tt0056580|tt0057580|tt0059558|tt0211468,,,Larry Fine
nm0004311,tt6428170,tt0116829|tt0144814|tt0240894|tt0272289|tt0397039|tt1104052,,Danny B. Harvey
nm0004312,,,,Richard Milward
nm0004313,,,,John A. Aiello
nm0004314,,,,Angie Luckey
nm0004315,,,,Eric Le Roy
nm0004316,tt0084728,tt0099138|tt0100479|tt0101692|tt0104169|tt0107103|tt0117101|tt0118614,,Philip Judd
nm0004317,,,,Phil Judd
nm0004318,,,,Michel Trouillard
nm0004319,,,,Sarah Robinson
nm0004320,,,,Karl Denham
nm0004321,,tt0015202|tt0167132|tt0172515|tt0264365|tt0291167|tt0374639|tt0377109|tt0383222|tt0393685|tt0416908|tt0460780|tt0467692|tt0481511|tt0787500|tt0796373|tt0857295|tt0880648|tt0920737|tt0970521|tt1020055|tt1069235|tt11306910|tt1157609|tt1515854|tt1710260|tt1753693,,Henning Lohner
nm0004322,,,,Patrick Ramsay
nm0004323,,,,Jean-Luc Dinsdale
nm0004324,,,,Caroline Hutchings
nm0004325,,,,Michiel Snijders
nm0004326,,tt0119899|tt0141779|tt0220760|tt0287392|tt0403118|tt11996588,,Asher Ettinger
nm0004327,,,,Rachel Dixon
nm0004328,,,,Lawrence R. Leritz
nm0004329,,,,Brian Bowles
nm0004330,,,,David Rawlins
nm0004331,,,,Luke Freeborn
nm0004332,,,tt0175844|tt0218388|tt0455538|tt1461238,Robert B. Weide
nm0004333,,,,John Lanza
nm0004334,tt0069534|tt0070434|tt0072870|tt0074417|tt0074949|tt0075653|tt0076177|tt0076259|tt0077609|tt0079355|tt0079584|tt0079590|tt0079963|tt0080982|tt0081401|tt0083081|tt0083248|tt0086925|tt0088335|tt0089119|tt0091256|tt0091267|tt0116743|tt0151206|tt0153545|tt0154415|tt0168516|tt0178196|tt0214635|tt0229193|tt0230055|tt0230357|tt0230680|tt0239495|tt0244585|tt0245935|tt0245994|tt0246413|tt0246729|tt0247933|tt0254481|tt0255713|tt0259996|tt0260047|tt0260107|tt0260112|tt0262242|tt0286907|tt0287065|tt0293342|tt0300980|tt0328998|tt0330019|tt0338264|tt0341266|tt0350005|tt0357533|tt0357710|tt0357826|tt0358068|tt0359551|tt0361505|tt0363784|tt0363810|tt0364015|tt0367695|tt0368068|tt0368079|tt0368444|tt0368465|tt0432637|tt0437407|tt0451639|tt0470611|tt14744860|tt2630076,,,Rekha
nm0004335,tt0186871|tt0234000|tt0247911|tt0248012|tt0248126|tt0248185|tt0248216|tt0248617|tt0254481|tt0265148|tt0272736|tt0323013|tt0432637|tt0441048|tt0449994|tt0886539|tt1029231|tt1198101|tt13131350|tt1438298|tt1562872|tt1849718|tt2905838|tt3859980|tt5460276|tt7430722|tt7485048,,,Hrithik Roshan
nm0004336,tt0086904,,,Tristan Oliver
nm0004338,,,,David Potischman
nm0004339,,,,Laura M. Grody
nm0004340,,,,Brian Daly
nm0004341,,,,Diane Kirman
nm0004342,,,,Mitchell Rose
nm0004343,,,,David S. Warner
nm0004344,,,tt4898730,Michael Barrett
nm0004345,tt0080917,,,Richard A. Roth
nm0004346,,,,Richard A. Roth
nm0004347,,,,Alain Goldman
nm0004348,,,,Craig Haagensen
nm0004349,tt0126816|tt0214757|tt0327643|tt0337744|tt0343095|tt0366920|tt1340161,,,Kam Heskin
nm0004350,,,,Nick Pearson
nm0004351,,,,Valerie Mayhew
